,id,preprocessed
2406,1108,"['tahira', 'fillet', 'fish', 'meat']"
2407,1109,"['piau', 'fillet', 'fish', 'meat']"
2408,1110,"['pirarucu', 'fillet', 'fish', 'meat']"
2409,1111,"['fillet', 'meat']"
2410,1112,['meat']
2411,1113,"['catfish', 'filet', 'meat']"
2412,1114,"['filet', 'meat']"
2413,1115,"['pacum', 'filet', 'meat']"
2414,1116,"['tambacué', 'filet', 'meat']"
2415,1117,"['fish', 'filet', 'meat']"
2416,1118,"['fish', 'liver']"
2417,1119,"['shark', 'prionace', 'glauca']"
2418,1120,['shark']
2419,1121,"['shark', 'chunk', 'skin']"
2420,1122,"['shark', 'piece', 'skin']"
2421,1123,['shark']
2422,1124,['shark']
2423,1126,"['hake', 'head', 'tail']"
2424,1127,"['head', 'hake']"
2425,1128,"['part', 'hake']"
2426,1129,"['head', 'tail']"
2427,1130,"['head', 'hake']"
2428,1134,"['coffee', 'grain']"
2429,1169,"['seed', 'anise', 'badian']"
2430,1170,"['seed', 'badiane', 'anise']"
2431,1182,"['fat', 'oil', 'milk']"
2432,1192,"['egg', 'incubation']"
2433,1193,"['bird', 'egg', 'incubation']"
2434,1194,"['bird', 'egg']"
2435,1206,"['hair', 'waste', 'hair']"
2436,1207,['bristle']
2437,1208,"['bristle', 'pig', 'waste']"
2438,1209,"['bristle', 'boar']"
2439,1210,"['hair', 'badger', 'brush', 'hair']"
2440,1211,"['waste', 'hair']"
2441,1212,['layer']
2442,1214,"['gut', 'sheep']"
2443,1218,"['feather', 'kind']"
2444,1219,"['skin', 'part', 'bird', 'feather']"
2445,1220,"['ossein', 'bone', 'acid']"
2446,1221,"['bone', 'horn', 'core']"
2447,1222,"['powder', 'waste']"
2448,1223,"['horn', 'nail', 'claw']"
2449,1224,"['shell', 'shell', 'mollusk']"
2450,1225,"['sponge', 'animal', 'origin']"
2451,1226,"['pancreas', 'bovine']"
2452,1227,"['substance', 'animal']"
2453,1229,"['roe', 'fish', 'reproduction']"
2454,1231,['animal']
2455,1232,"['animal', 'seman']"
2456,1233,"['silk', 'worm', 'egg']"
2457,1234,"['anim', 'consum']"
2458,1235,"['waste', 'webs']"
2459,1236,"['product', 'origin', 'inappropriate', 'consumption']"
2460,1240,"['tree', 'shrub', 'bush', 'fruit']"
2461,1243,['spawn']
2462,1246,"['sugar', 'cane', 'cutting', 'slip']"
2463,1247,"['grape', 'vine', 'cutting', 'slip']"
2464,1248,"['coffee', 'cutting', 'slip', 'shrub', 'tree']"
2465,1250,['plant']
2466,1285,"['substance', 'wool', 'grease']"
2467,1288,"['bean', 'oil']"
2468,1289,"['bean', 'oil', 'container']"
2469,1301,"['safflower', 'oil', 'crude']"
2470,1302,"['sunflower', 'seed', 'oil']"
2471,1312,"['oil', 'crude']"
2472,1318,"['turnip', 'oil', 'content', 'tenor']"
2473,1319,"['rape', 'mustard', 'oil']"
2474,1320,"['rape', 'oil']"
2475,1323,"['turnip', 'oil']"
2476,1331,"['oil', 'crude']"
2477,1332,['oil']
2478,1333,"['tung', 'oil']"
2479,1337,"['milk', 'cream', 'weight']"
2480,1338,"['milk', 'powder', 'fat', 'ad', 'sug']"
2481,1339,"['milk', 'cream', 'powder', 'con', 'ad', 'sug']"
2482,1340,"['milk', 'powder', 'fat']"
2483,1341,"['powder', 'sugar']"
2484,1342,"['cream', 'milk', 'powder', 'sugar']"
2485,1344,"['powder', 'sug']"
2486,1345,"['cream', 'milk', 'powder', 'sugar']"
2487,1354,[]
2488,1357,[]
2489,1358,"['barley', 'brewer']"
2490,1359,"['barley', 'grain', 'brewer']"
2491,1360,"['barley', 'specie', 'grain']"
2492,1364,"['barley', 'grain']"
2493,1365,[]
2494,1366,[]
2495,1373,"['rice', 'husk']"
2496,1382,"['grain', 'sorghum']"
2497,1383,"['grain', 'sorghum']"
2498,1386,[]
2499,1387,[]
2500,1388,[]
2501,1389,[]
2502,1391,['glaucum']
2503,1392,['millet']
2504,1394,['glaucum']
2505,1396,['seed']
2506,1398,[]
2507,1399,[]
2508,1400,[]
2509,1402,[]
2510,1403,[]
2511,1404,['cereal']
2512,1407,"['flour', 'mixture', 'wheat', 'rye']"
2513,1419,"['grass', 'seed']"
2514,1423,['bentonite']
2515,1424,"['earth', 'fuller', 'earth']"
2516,1425,"['fire', 'clay']"
2517,1426,[]
2518,1427,['clay']
2519,1428,['sillimanite']
2520,1429,[]
2521,1430,"['dina', 'earth']"
2522,1431,['chalk']
2523,1432,['calcium']
2524,1433,"['calcium', 'phosphate']"
2525,1434,"['calcium', 'phosphate', 'ground']"
2526,1435,"['calcium', 'phosphate', 'aluminium', 'phosphatiic', 'ground']"
2527,1436,"['barium', 'sulphate', 'baryte']"
2528,1448,"['preparation', 'soup', 'broth']"
2529,1459,"['mixture', 'basis', 'sodium', 'ascorbate', 'glucose', 'forpre']"
2530,1472,"['wine', 'container', 'capacity', 'liter']"
2531,1473,"['wine', 'container', 'capacity', 'liter']"
2532,1483,"['alcohol', 'strength']"
2533,1486,"['spirit', 'strength']"
2534,1502,"['fillet', 'brine']"
2535,1503,"['fish', 'fillet', 'brine']"
2536,1504,"['fillet', 'ling', 'brine', 'smk']"
2537,1505,"['fillet', 'fish', 'brine']"
2538,1512,"['crustacean', 'con']"
2539,1513,"['water', 'lobster']"
2540,1514,"['crustacean', 'con']"
2541,1523,"['macrosoma', 'ommastrephe']"
2542,1524,"['sepia', 'officinali']"
2543,1525,['squid']
2544,1526,"['squid', 'way']"
2545,1528,['octopus']
2546,1529,['brine']
2547,1530,['form']
2548,1536,"['invertebrate', 'mollusc']"
2549,1537,[]
2550,1543,['invertebrate']
2551,1545,"['cod', 'filet']"
2552,1546,[]
2553,1547,"['fish', 'filet']"
2554,1549,"['cod', 'ling', 'zarbo']"
2555,1556,['date']
2556,1560,['corn']
2557,1561,['corn']
2558,1571,"['seed', 'anise']"
2559,1572,['seed']
2560,1573,['seed']
2561,1574,[]
2562,1575,['seed']
2563,1576,['seed']
2564,1582,"['bay', 'leave']"
2565,1583,[]
2566,1586,"['durum', 'wheat']"
2567,1587,['wheat']
2568,1590,"['wheat', 'wheat']"
2569,1591,"['wheat', 'wheat', 'rye']"
2570,1594,['rye']
2571,1595,"['fish', 'piece']"
2572,1596,['tuna']
2573,1597,['bonito']
2574,1598,['sardine']
2575,1599,['fish']
2576,1608,['crustacean']
2577,1634,[]
2578,1637,['juice']
2579,1640,['juice']
2580,1647,['juice']
2581,1656,"['moss', 'bouquet', 'ornamental']"
2582,1657,"['foliage', 'branch', 'plant', 'bouquet']"
2583,1659,"['bean', 'grain']"
2584,1660,[]
2585,1661,"['bean', 'grain']"
2586,1662,['kidney']
2587,1664,"['kidney', 'bean', 'bean']"
2588,1665,"['kidney', 'bean', 'bean', 'grain']"
2589,1668,['bean']
2590,1669,['bean']
2591,1670,['bean']
2592,1671,['bean']
2593,1672,['phaseolus']
2594,1673,"['phaseolus', 'grain']"
2595,1674,['lentil']
2596,1675,"['lentil', 'grain']"
2597,1676,"['bean', 'horse', 'bean']"
2598,1677,['date']
2599,1679,['fig']
2600,1683,['guavas']
2601,1684,['mango']
2602,1685,['mangosteen']
2603,1688,"['lemon', 'orange']"
2604,1698,['pear']
2605,1699,['quince']
2606,1707,['nectarine']
2607,1726,"['bean', 'horse', 'bean', 'grain']"
2608,1727,"['guando', 'bean', 'cajanus']"
2609,1728,"['guando', 'bean', 'cajanus']"
2610,1729,"['vegetable', 'grain']"
2611,1730,"['vegetable', 'grain']"
2612,1739,[]
2613,1740,"['liquorice', 'root', 'ground', 'powder']"
2614,1745,"['leafs', 'forperfumery', 'medicine']"
2615,1746,"['forperfumery', 'medicine']"
2616,1747,"['mucilage', 'product', 'thickener', 'guar', 'seed']"
2617,1748,"['mucilage', 'product', 'thickener']"
2618,1749,['mucilage']
2619,1751,['rattan']
2620,1752,"['material', 'vegetable']"
2621,1753,"['material', 'vegetable']"
2622,1754,[]
2623,1755,"['vegetable', 'material']"
2624,1756,"['material', 'production', 'broom', 'brush']"
2625,1757,['broom']
2626,1758,"['material', 'forproduction', 'broom', 'brush']"
2627,1759,"['vegetable', 'material', 'dyeing']"
2628,1762,"['product', 'vegetable', 'origin', 'twisting']"
2629,1763,"['material', 'production', 'broom', 'brush']"
2630,1764,"['product', 'vegetable', 'origin', 'twisting']"
2631,1769,['fat']
2632,1770,['fat']
2633,1771,"['fat', 'bovine']"
2634,1772,"['bovine', 'sheep', 'goat']"
2635,1779,"['oil', 'liver', 'cod', 'crude']"
2636,1781,"['oil', 'liver', 'fraction']"
2637,1782,"['fat', 'oil', 'fraction', 'fish']"
2638,1783,"['fat', 'oil', 'fraction', 'mammal']"
2639,1784,['lanolin']
2640,1786,"['grease', 'crude']"
2641,1787,['lanolin']
2642,1789,"['frozen', 'powder']"
2643,1790,"['seaweed', 'frozen', 'powder']"
2644,1792,['algae']
2645,1793,"['stone', 'almond', 'apricot', 'peach', 'plum']"
2646,1804,[]
2647,1810,['straw']
2648,1811,"['juice', 'vegetable', 'extract', 'opium']"
2649,1815,"['juice', 'extract', 'papaya', 'papaya']"
2650,1818,"['oil', 'crude']"
2651,1819,['oil']
2652,1827,"['fat', 'oil']"
2653,1828,"['vegetable', 'oil']"
2654,1829,"['animal', 'fat', 'oil', 'vegetable']"
2655,1830,['glycerol']
2656,1831,"['glycerol', 'water', 'lyes']"
2657,1834,"['bee', 'wax', 'crude']"
2658,1835,[]
2659,1843,"['rooster', 'chicken', 'meat', 'weight']"
2660,1852,"['extract', 'juice', 'meat', 'fish', 'crustacean']"
2661,1859,"['bonito', 'piece']"
2662,1863,['salt']
2663,1864,['salt']
2664,1865,['salt']
2665,1866,"['derivative', 'malonylurea', 'salt']"
2666,1867,"['barbituric', 'acid', 'salt']"
2667,1868,['salt']
2668,1869,['salt']
2669,1870,['salt']
2670,1871,['salt']
2671,1872,['salt']
2672,1873,['salt']
2673,1874,['salt']
2674,1875,['salt']
2675,1876,['salt']
2676,1877,['salt']
2677,1878,['salt']
2678,1879,['salt']
2679,1880,"['derivative', 'malonylurea', 'barbituric', 'acid']"
2680,1881,['salt']
2681,1882,"['mecloqualone', 'salt']"
2682,1883,['salt']
2683,1884,['salt']
2684,1888,"['l', 'norgestrel', 'derivative']"
2685,1889,['succinate']
2686,1890,"['derivative', 'salt']"
2687,1891,['hemisuccinate']
2688,1892,['phenylpropion']
2689,1893,"['estere', 'salt', 'derivative']"
2690,1894,['allyloestrenol']
2691,1895,"['ester', 'salt', 'allyloestrenol']"
2692,1896,['desogestrel']
2693,1897,['lynestrenol']
2694,1898,['acetate']
2695,1899,"['flour', 'meal', 'pellet', 'crustacean']"
2696,1901,['rice']
2697,1911,"['soybean', 'waste']"
2698,1916,"['residue', 'sunflower', 'seed']"
2699,1928,"['oak', 'chestnut', 'con']"
2700,1929,"['material', 'waste', 'residue', 'animal', 'consum']"
2701,1932,"['preparation', 'basis', 'salt']"
2702,1933,"['biscuit', 'animal', 'feeding']"
2703,1934,"['preparation', 'diclazuril', 'animal', 'feeding']"
2704,1935,"['preparation', 'hydrochloride']"
2705,1940,['leave']
2706,1943,[]
2707,1944,[]
2708,1946,['salt']
2709,1947,"['flour', 'preparation', 'infant', 'use']"
2710,1968,"['biscuit', 'sugar']"
2711,1969,"['onion', 'brine']"
2712,1970,"['olive', 'brine']"
2713,1971,"['olive', 'substance']"
2714,1972,['olive']
2715,1973,"['caper', 'brine']"
2716,1974,['caper']
2717,1985,['garlic']
2718,1987,"['pea', 'grain']"
2719,1988,"['pea', 'grain']"
2720,1989,[]
2721,1990,['chickpea']
2722,1993,"['wheat', 'pellet']"
2723,1994,"['cereal', 'pellet']"
2724,1995,"['barley', 'grain']"
2725,1998,"['barley', 'grain']"
2726,2009,"['ground', 'flour']"
2727,2011,"['ground', 'flour']"
2728,2019,['soybean']
2729,2024,"['ground', 'nut']"
2730,2025,"['ground', 'grain']"
2731,2030,"['linseed', 'seed']"
2732,2032,"['rape', 'seed', 'sowng']"
2733,2033,['seed']
2734,2036,['fruit']
2735,2037,['lorazepam']
2736,2038,['lormetazepam']
2737,2039,"['medazepam', 'salt']"
2738,2040,['nimetazepam']
2739,2041,[]
2740,2042,['desmetildiazepam']
2741,2043,['pinazepam']
2742,2044,[]
2743,2045,['temazepam']
2744,2046,['tetrazepam']
2745,2047,"['comp', 'diazepine', 'ring', 'salt']"
2746,2048,['ethyl']
2747,2049,['salt']
2748,2050,"['opium', 'alkaloid', 'derivative', 'salt']"
2749,2051,"['alcaloid', 'derivative', 'salt']"
2750,2052,['salt']
2751,2053,"['alkaloid', 'quine', 'derivative', 'salt']"
2752,2054,['caffeine']
2753,2055,"['salt', 'caffeine']"
2754,2056,['salt']
2755,2057,['salt']
2756,2059,"['brix', 'value']"
2757,2061,"['juice', 'sugar', 'sweetener']"
2758,2063,"['juice', 'fruit', 'vegetable', 'sugar', 'sweetener']"
2759,2085,"['puree', 'acai', 'oleracea']"
2760,2086,[]
2761,2088,"['guava', 'guajava']"
2762,2089,[]
2763,2098,['pear']
2764,2101,['cherry']
2765,2103,"['peach', 'water', 'brix', 'value']"
2766,2104,['peach']
2767,2107,"['mixture', 'fruit']"
2768,2108,"['mixture', 'fruit']"
2769,2116,['juice']
2770,2122,"['triethanolamine', 'salt']"
2771,2123,['salt']
2772,2124,['monoisopropanolamine']
2773,2125,"['triisopropanolamine', 'dichlorophenoxyacetate']"
2774,2126,['dichlorophenoxyacetate']
2775,2127,"['salt', 'derivative']"
2776,2128,['citrate']
2777,2129,['salt']
2778,2132,['thiophene']
2779,2133,['acid']
2780,2134,['acid']
2781,2135,"['aminodesacetoxycephalosporanic', 'acid']"
2782,2136,['chlormezanone']
2783,2137,[]
2784,2138,['salt']
2785,2139,['sulphur']
2786,2140,[]
2787,2141,[]
2788,2142,['salt']
2789,2143,"['aminoglycoside', 'salt']"
2790,2144,[]
2791,2145,"['macrolid', 'salt']"
2792,2146,['salt']
2793,2147,['salt']
2794,2148,['salt']
2795,2149,['sodium']
2796,2150,['narasin']
2797,2151,['avilamycin']
2798,2152,"['polyether', 'salt']"
2799,2153,"['polymyxin', 'salt']"
2800,2154,"['colistin', 'sulphate']"
2801,2155,"['virginiamycin', 'salt']"
2802,2156,"['polypeptide', 'salt']"
2803,2157,['salt']
2804,2158,[]
2805,2159,['antibiotic']
2806,2160,['compound']
2807,2161,['acetylacetonate']
2808,2162,['compound']
2809,2163,"['liver', 'use']"
2810,2164,"['gland', 'organ', 'use']"
2811,2165,"['extract', 'liver', 'use']"
2812,2166,"['extract', 'gland']"
2813,2167,['salt']
2814,2168,"['alpha', 'phenylglycine']"
2815,2169,"['aminobenzeneacetyl', 'chloride', 'hydrochloride']"
2816,2170,"['salt', 'derivative', 'alpha', 'phenylglycine']"
2817,2171,['sodium']
2818,2172,['potassium']
2819,2173,['diethylamine']
2820,2174,['diclofenac']
2821,2175,"['diclofenac', 'salt', 'derivative']"
2822,2176,['tilidine']
2823,2177,['salt']
2824,2178,"['acid', 'ester', 'salt']"
2825,2179,['hydrochloride']
2826,2180,['salt']
2827,2181,['chloride']
2828,2182,['salt']
2829,2183,['levodopa']
2830,2184,['metildopa']
2831,2185,"['derivative', 'salt', 'tyrosine']"
2832,2186,"['metoprolol', 'tartrate']"
2833,2187,"['metoprolol', 'tartrate', 'salt']"
2834,2188,['salt']
2835,2189,[]
2836,2190,"['alcohol', 'amino', 'acid']"
2837,2191,['salt']
2838,2192,[]
2839,2195,['sorbitol']
2840,2196,[]
2841,2197,"['tetrahydrocannabinol', 'isomer']"
2842,2199,['dipyrone']
2843,2200,['magnopyrol']
2844,2201,['acid']
2845,2202,[]
2846,2203,"['phenazone', 'derivative']"
2847,2204,"['phenylbutazone', 'calcium']"
2848,2207,['iprodione']
2849,2208,"['phenytoin', 'sodium', 'salt']"
2850,2209,"['phenytoin', 'salt']"
2851,2210,"['hydantoin', 'derivative']"
2852,2211,['nitroimidazol']
2853,2212,"['metronidazole', 'salt']"
2854,2213,[]
2855,2214,['nitroimidazole']
2856,2215,[]
2857,2216,['clotiazepam']
2858,2217,"['sulphur', 'atom']"
2859,2218,"['tizanidine', 'hydrochloride']"
2860,2219,['brotizolam']
2861,2220,"['atom', 'sulphur']"
2862,2221,['salt']
2863,2222,[]
2864,2223,['estavudine']
2865,2224,['timolol']
2866,2225,['acid']
2867,2226,['lamivudine']
2868,2227,['compound']
2869,2228,['salt']
2870,2229,['salt']
2871,2230,['clotiazepam']
2872,2231,[]
2873,2232,[]
2874,2233,['progestogen']
2875,2234,['derivative']
2876,2235,"['sodium', 'succinate']"
2877,2236,['cyproterone']
2878,2237,['derivative']
2879,2238,['derivative']
2880,2239,['spironolactone']
2881,2240,['deflazacort']
2882,2241,"['corticossupra', 'derivative']"
2883,2242,['epinephrine']
2884,2243,['outro']
2885,2244,['levodopa']
2886,2245,[]
2887,2246,['salt']
2888,2247,"['c', 'oestradiol', 'hemisuccinate', 'dose']"
2889,2248,"['c', 'oestradiol', 'fenpropionate', 'dose']"
2890,2249,"['c', 'oestradiol', 'succinate', 'dose']"
2891,2250,"['allyloestrenol', 'dose']"
2892,2251,"['lynestrenol', 'dose']"
2893,2252,"['c', 'formestane', 'dose']"
2894,2253,"['desogestrel', 'dose']"
2895,2254,"['c', 'progestogeno', 'dose']"
2896,2255,"['levothyroxine', 'sodium']"
2897,2256,['sodium']
2898,2257,"['derivative', 'dose']"
2899,2258,"['sodium', 'salt']"
2900,2259,"['tiratricol', 'sodium', 'salt']"
2901,2260,"['c', 'levodopa', 'alpha', 'methyldopa', 'dose']"
2902,2261,"['spironolactone', 'dose']"
2903,2262,"['exemestane', 'dose']"
2904,2263,"['medicament', 'hormone', 'dose']"
2905,2264,['salt']
2906,2265,"['adiponitrile', 'dicyanobutane']"
2907,2266,"['acetone', 'cyanohydrin']"
2908,2267,['closantel']
2909,2268,['fenproporex']
2910,2269,['chlorothalonil']
2911,2270,['cyanoacrylate']
2912,2271,"['function', 'compound']"
2913,2272,"['diazo', 'compound']"
2914,2273,[]
2915,2274,"['azoxy', 'compound']"
2916,2275,"['azoxy', 'compound']"
2917,2276,['methylethylacetoxime']
2918,2277,"['acetoxime', 'derivative', 'salt']"
2919,2278,['carbidopa']
2920,2279,['hydrazinoethanol']
2921,2280,[]
2922,2281,['derivative']
2923,2282,"['hydrazine', 'hydroxylamine']"
2924,2283,"['diphenylmethane', 'diisocyanate']"
2925,2284,"['mixture', 'diisocyanate']"
2926,2285,['diisocyanate']
2927,2286,"['dichlorofenyl', 'isocyanate']"
2928,2287,['isocyanate']
2929,2288,"['acid', 'sodium', 'salt']"
2930,2289,"['acid', 'calcium', 'salt']"
2931,2290,['dihydrochloride']
2932,2292,['hydrochloride']
2933,2293,['salt']
2934,2294,['salt']
2935,2295,"['compound', 'piperazine', 'ring']"
2936,2296,['bromacyl']
2937,2297,['terbacil']
2938,2299,['salt']
2939,2301,['propythiouracil']
2940,2303,[]
2941,2311,"['dimethylpyramidinol', 'bisulphite']"
2942,2314,['aminopyrimidine']
2943,2315,['salt']
2944,2317,"['hormone', 'catecholamine']"
2945,2318,"['levothyroxine', 'sodium']"
2946,2319,['sodium']
2947,2320,"['derivative', 'amino', 'acid']"
2948,2321,"['prostaglandin', 'thromboxane', 'leukotriene']"
2949,2322,"['triac', 'sodium', 'salt']"
2950,2323,['levothyroxine']
2951,2324,['liothyronine']
2952,2325,"['hormone', 'prostaglandin']"
2953,2326,['salt']
2954,2327,['derivative']
2955,2332,"['juice', 'extract', 'vegetable']"
2956,2335,['substance']
2957,2336,"['substance', 'pectinate', 'pectate']"
2958,2338,['flour']
2959,2339,['bean']
2960,2347,"['palm', 'nut', 'kernel']"
2961,2348,['cotton']
2962,2349,"['cotton', 'seed']"
2963,2353,"['castor', 'seed']"
2964,2354,"['sesamum', 'seed']"
2965,2358,"['safflower', 'seed']"
2966,2359,['seed']
2967,2361,"['melon', 'seed']"
2968,2362,['seed']
2969,2364,"['karite', 'seed']"
2970,2365,"['karite', 'seed']"
2971,2367,['derivative']
2972,2368,[]
2973,2369,[]
2974,2370,[]
2975,2371,"['diethanolamine', 'acid', 'acid']"
2976,2372,"['amide', 'derivative', 'salt']"
2977,2373,['hexanitrocarbanilide']
2978,2374,"['carbanilide', 'derivative', 'salt']"
2979,2376,['dipipanone']
2980,2377,"['salt', 'difenoxin', 'dipipanona']"
2981,2378,['phencyclidine']
2982,2379,[]
2983,2380,['fentanyl']
2984,2381,"['salt', 'phencyclidine', 'phenoperidine']"
2985,2382,['methylphenidate']
2986,2383,['pentazocine']
2987,2384,"['salt', 'methylphenidate', 'pentazocine']"
2988,2385,['pethidine']
2989,2386,['pethidine']
2990,2387,['pipradrol']
2991,2388,"['pethidine', 'hycrochloride']"
2992,2389,"['salt', 'pethidine']"
2993,2390,[]
2994,2391,['propiram']
2995,2392,['trimeperidine']
2996,2393,"['piritramide', 'trimeperidine']"
2997,2394,['bromazepam']
2998,2404,[]
2999,2405,['salt']
3000,2406,[]
3001,2407,"['sulfur', 'hetero', 'atom']"
3002,2408,"['tizanidine', 'hydrochloride']"
3003,2409,"['compound', 'sulfur', 'hetero', 'atom']"
3004,2410,['timolol']
3005,2411,['acid']
3006,2412,['lamivudine']
3007,2413,['compound']
3008,2414,"['sodium', 'salt']"
3009,2415,['chlorthalidone']
3010,2416,[]
3011,2417,['veralipride']
3012,2418,[]
3013,2419,['atom']
3014,2420,[]
3015,2421,['phthalylsulfathiazole']
3016,2422,[]
3017,2423,['tenoxicam']
3018,2424,[]
3019,2425,"['sulphonamide', 'heterocyclic']"
3020,2426,"['chloramine', 'b', 'chloramine', 't']"
3021,2427,[]
3022,2428,"['waffle', 'waffer']"
3023,2433,['loaf']
3024,2434,['cookie']
3025,2435,"['product', 'bakery', 'pastry', 'shop', 'biscuit']"
3026,2437,"['onion', 'vinegar', 'acid']"
3027,2442,[]
3028,2450,['chlordiazepoxide']
3029,2451,['diazepam']
3030,2452,"['estrogen', 'progestogen']"
3031,2453,['cyproterone']
3032,2454,['derivative']
3033,2455,['derivative']
3034,2456,[]
3035,2457,"['levothyroxine', 'sodium']"
3036,2458,['sodium']
3037,2459,"['steroid', 'hormone']"
3038,2460,"['rutin', 'derivative']"
3039,2461,[]
3040,2462,[]
3041,2463,"['salt', 'ether', 'ester', 'derivative']"
3042,2464,"['hydrochloride', 'morphine', 'sulphate']"
3043,2465,"['codeine', 'salt']"
3044,2466,"['heroine', 'diacetylmorphine', 'salt']"
3045,2467,['salt']
3046,2468,['salt']
3047,2469,['morphine']
3048,2470,['salt']
3049,2471,"['oxycodone', 'salt']"
3050,2472,['salt']
3051,2473,"['nicomorphine', 'salt']"
3052,2474,['salt']
3053,2475,['salt']
3054,2476,"['e', 'dose']"
3055,2477,"['permethrin', 'dose']"
3056,2478,"['acid', 'dose']"
3057,2479,"['c', 'gluconic', 'acid', 'salt', 'ester', 'dose']"
3058,2480,"['c', 'o', 'acid', 'dose']"
3059,2481,[]
3060,2482,"['acid', 'salt', 'dose']"
3061,2483,"['acid', 'salt', 'dose']"
3062,2484,['dose']
3063,2485,"['acid', 'dose']"
3064,2486,"['c', 'tranylcypromine', 'sulphate', 'dose']"
3065,2487,"['c', 'acid', 'salt', 'dose']"
3066,2488,"['c', 'clenbuterol', 'hydrochloride', 'dose']"
3067,2489,"['c', 'tamoxifen', 'citrate', 'dose']"
3068,2490,"['medicine', 'levodopa', 'alfa', 'dose']"
3069,2491,['hydrochloride']
3070,2492,[]
3071,2493,['methamidophos']
3072,2494,"['acid', 'salt']"
3073,2495,[]
3074,2496,['aminoethanothiol']
3075,2497,[]
3076,2498,"['thiol', 'derivate', 'salt']"
3077,2499,[]
3078,2500,['methyl']
3079,2501,['thiosemicarbazide']
3080,2502,"['thioamide', 'derivative', 'salt']"
3081,2503,['concentration']
3082,2504,['aldicarb']
3083,2505,['chlorothioformate']
3084,2506,['acid']
3085,2507,['methomyl']
3086,2508,['carbocysteine']
3087,2509,"['sulphate', 'ethyl']"
3088,2510,"['hydroxyethyl', 'sulphide']"
3089,2511,"['thioester', 'derivative', 'salt']"
3090,2512,"['derivative', 'salt']"
3091,2513,['salt']
3092,2514,['salt']
3093,2515,"['derivative', 'ephedrine', 'salt']"
3094,2516,['salt']
3095,2517,"['derivative', 'ephedrine', 'salt']"
3096,2518,['theophylline']
3097,2519,['aminophylline']
3098,2520,['salt']
3099,2521,"['derivative', 'salt', 'theophylline', 'aminophylline']"
3100,2522,['salt']
3101,2523,['theophylline']
3102,2524,['aminophylline']
3103,2525,"['salt', 'theophylline', 'aminophylline']"
3104,2526,['salt']
3105,2527,['salt']
3106,2528,"['acid', 'salt']"
3107,2529,['dose']
3108,2530,"['sulfiram', 'dose']"
3109,2531,['dose']
3110,2532,"['c', 'tiocompound', 'dose']"
3111,2533,"['c', 'terfenadine', 'dose']"
3112,2534,"['c', 'nimodipine', 'dose']"
3113,2535,"['c', 'oxfendazole', 'dose']"
3114,2536,['dose']
3115,2537,"['c', 'phenytoin', 'sodium', 'salt', 'dose']"
3116,2538,[]
3117,2539,['dose']
3118,2540,"['c', 'cyclosporin', 'dose']"
3119,2541,"['c', 'atom']"
3120,2542,"['c', 'salt', 'dose']"
3121,2543,"['c', 'sulfadiazine', 'sodium', 'salt']"
3122,2544,['c']
3123,2545,[]
3124,2546,[]
3125,2547,"['o', 's', 'phenyl', 'ethylphosphonothiolothionate', 'fonofo']"
3126,2548,"['hydrogen', 'phosphonothiolothionate']"
3127,2549,"['atom', 'phosphorus', 'alkyle', 'group']"
3128,2550,"['dithiocarbonate', 'xanthate']"
3129,2551,['thiocompound']
3130,2552,"['organo', 'mercury', 'compound']"
3131,2553,[]
3132,2554,"['mercury', 'compound']"
3133,2555,[]
3134,2556,"['silicon', 'compound']"
3135,2557,[]
3136,2558,['salt']
3137,2559,[]
3138,2560,['trichlorfon']
3139,2561,"['glufosinate', 'ammonium']"
3140,2562,['hydrogenphosphonate']
3141,2563,['acid']
3142,2564,"['acid', 'salt', 'fotemustine']"
3143,2565,"['phosphorus', 'compound']"
3144,2566,['acid']
3145,2567,[]
3146,2568,"['hexamethylenetetramine', 'salt']"
3147,2569,"['methyl', 'sulphate']"
3148,2570,"['hydrazide', 'salt']"
3149,2571,"['compound', 'atom']"
3150,2572,[]
3151,2573,['camazepam']
3152,2574,['clonazepam']
3153,2575,[]
3154,2576,[]
3155,2577,"['salt', 'camazepam', 'chlordiazepoxide']"
3156,2578,[]
3157,2579,['diazepam']
3158,2580,[]
3159,2581,"['salt', 'delorazepam', 'diazepam']"
3160,2582,['fludiazepam']
3161,2583,['flunitrazepam']
3162,2584,['flurazepam']
3163,2585,[]
3164,2586,"['salt', 'fludiazepam', 'flunitrazepam']"
3165,2587,['loflazepate']
3166,2588,['lorazepam']
3167,2589,['lormetazepam']
3168,2590,"['salt', 'loflazepate', 'lorazepam']"
3169,2591,['mazindol']
3170,2592,['medazepam']
3171,2593,[]
3172,2594,"['salt', 'medazepam']"
3173,2595,['nimetazepam']
3174,2596,[]
3175,2597,"['derivative', 'ergometrine', 'salt']"
3176,2598,"['dihydroergotamine', 'mesylate']"
3177,2599,"['derivative', 'ergotamine', 'salt']"
3178,2600,['mesylate']
3179,2601,"['derivative', 'salt']"
3180,2602,"['alpha', 'dihydroergocryptine', 'mesylate']"
3181,2603,"['beta', 'dihydroergocryptine', 'mesylate']"
3182,2604,"['derivative', 'salt']"
3183,2605,['ergocristine']
3184,2606,"['dihydroergocristine', 'methanesulphonate']"
3185,2607,"['hydrochloride', 'ambroxol']"
3186,2608,['salt']
3187,2609,['clobutinol']
3188,2610,"['clobutinol', 'salt']"
3189,2611,"['o', 'alkyle']"
3190,2612,"['phosphorus', 'compound']"
